,Data_ped,Data_env,Modo de envio,Nome do cliente,Cidade,ID do produto,Categoria,Subcategoria,Nome do produto,Vendas,ano,mes,dia
877,2017-01-17,2017-01-21,Standard Class,Chuck Clark,Concord,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,2017,January,17
878,2015-09-17,2015-09-21,Standard Class,Anthony Garverick,Philadelphia,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892,2015,September,17
879,2018-11-30,2018-12-02,Second Class,Harold Pawlan,New York City,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.472,2018,November,30
880,2018-11-30,2018-12-02,Second Class,Harold Pawlan,New York City,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,2018,November,30
881,2016-10-09,2016-10-13,Standard Class,Dave Kipp,Springfield,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84,2016,October,9
882,2018-12-23,2018-12-23,Same Day,Gary Zandusky,San Francisco,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,2018,December,23
883,2017-10-22,2017-10-24,First Class,Peter McVee,Detroit,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,2017,October,22
884,2015-04-29,2015-05-04,Standard Class,Lauren Leatherbury,Rochester,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,2015,April,29
885,2016-04-25,2016-04-28,Second Class,Jill Stevenson,Los Angeles,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944,2016,April,25
886,2018-06-26,2018-07-02,Standard Class,Olvera Toch,San Diego,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76,2018,June,26
887,2018-10-14,2018-10-19,Standard Class,Ed Ludwig,Columbia,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,2018,October,14
888,2015-12-09,2015-12-16,Standard Class,Cyma Kinney,San Francisco,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,34.68,2015,December,9
889,2018-06-20,2018-06-26,Standard Class,Jeremy Ellison,New Rochelle,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,149.95,2018,June,20
890,2018-06-20,2018-06-26,Standard Class,Jeremy Ellison,New Rochelle,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,2018,June,20
891,2018-06-26,2018-06-27,First Class,Tracy Hopkins,Detroit,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,2018,June,26
892,2018-06-26,2018-06-27,First Class,Tracy Hopkins,Detroit,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,2018,June,26
893,2018-06-26,2018-06-27,First Class,Tracy Hopkins,Detroit,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,2018,June,26
894,2017-11-10,2017-11-12,First Class,Pamela Coakley,San Francisco,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,2017,November,10
895,2017-11-10,2017-11-12,First Class,Pamela Coakley,San Francisco,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008,2017,November,10
896,2017-10-03,2017-10-06,Second Class,Hunter Lopez,Houston,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.648,2017,October,3
897,2015-09-09,2015-09-15,Standard Class,Maribeth Schnelling,Detroit,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,2015,September,9
898,2018-10-29,2018-10-31,Second Class,George Bell,Auburn,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96,2018,October,29
899,2017-04-10,2017-04-12,First Class,Justin Ritter,Springfield,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2017,April,10
900,2018-11-11,2018-11-13,First Class,Tamara Dahlen,Garland,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,2018,November,11
901,2018-11-11,2018-11-13,First Class,Tamara Dahlen,Garland,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,2018,November,11
902,2018-09-15,2018-09-17,First Class,Dave Brooks,Chicago,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.976,2018,September,15
903,2017-04-08,2017-04-12,Standard Class,Logan Currie,Los Angeles,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,2017,April,8
904,2017-04-08,2017-04-12,Standard Class,Logan Currie,Los Angeles,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2017,April,8
905,2017-04-08,2017-04-12,Standard Class,Logan Currie,Los Angeles,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96,2017,April,8
906,2018-12-30,2019-01-03,Standard Class,Patrick O'Donnell,New York City,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.13599999999997,2018,December,30
907,2018-12-30,2019-01-03,Standard Class,Patrick O'Donnell,New York City,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,90.93,2018,December,30
908,2018-12-30,2019-01-03,Standard Class,Patrick O'Donnell,New York City,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.776,2018,December,30
909,2018-09-02,2018-09-07,Standard Class,Bill Eplett,Jackson,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,2018,September,2
910,2018-09-02,2018-09-07,Standard Class,Bill Eplett,Jackson,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1928.78,2018,September,2
911,2018-09-02,2018-09-07,Standard Class,Bill Eplett,Jackson,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2018,September,2
912,2016-05-31,2016-06-07,Standard Class,Sample Company A,Norwich,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,2016,May,31
913,2018-11-27,2018-11-29,First Class,Brian Moss,Milwaukee,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,2018,November,27
914,2018-11-27,2018-11-29,First Class,Brian Moss,Milwaukee,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,2018,November,27
915,2015-06-15,2015-06-21,Standard Class,Kelly Lampkin,San Antonio,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.91799999999999,2015,June,15
916,2015-06-15,2015-06-21,Standard Class,Kelly Lampkin,San Antonio,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,2015,June,15
917,2015-06-15,2015-06-21,Standard Class,Kelly Lampkin,San Antonio,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,2015,June,15
918,2017-03-05,2017-03-11,Standard Class,Rob Williams,Dallas,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,2017,March,5
919,2017-03-05,2017-03-11,Standard Class,Rob Williams,Dallas,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,2017,March,5
920,2015-12-05,2015-12-12,Standard Class,Roy Collins,Alexandria,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2015,December,5
921,2016-04-11,2016-04-15,Standard Class,Sanjit Engle,New York City,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,2016,April,11
922,2016-04-11,2016-04-15,Standard Class,Sanjit Engle,New York City,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,2016,April,11
923,2016-04-11,2016-04-15,Standard Class,Sanjit Engle,New York City,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,2016,April,11
924,2017-09-15,2017-09-20,Standard Class,Adam Hart,New York City,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2017,September,15
925,2015-09-13,2015-09-16,First Class,Jessica Myrick,Philadelphia,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,15.552,2015,September,13
926,2015-09-13,2015-09-16,First Class,Jessica Myrick,Philadelphia,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,2015,September,13
927,2016-10-05,2016-10-09,Standard Class,Joel Jenkins,Springfield,OFF-AR-10000658,Office Supplies,Art,Newell 324,46.2,2016,October,5
928,2016-10-05,2016-10-09,Standard Class,Joel Jenkins,Springfield,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,28.84,2016,October,5
929,2018-04-14,2018-04-17,First Class,Alan Barnes,Toledo,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.592,2018,April,14
930,2018-04-14,2018-04-17,First Class,Alan Barnes,Toledo,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.85600000000001,2018,April,14
931,2018-04-14,2018-04-17,First Class,Alan Barnes,Toledo,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,13.872,2018,April,14
932,2018-09-02,2018-09-06,Standard Class,Ralph Kennedy,Philadelphia,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,2018,September,2
933,2017-06-20,2017-06-24,Standard Class,Catherine Glotzbach,Philadelphia,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056000000000004,2017,June,20
934,2017-06-20,2017-06-24,Standard Class,Catherine Glotzbach,Philadelphia,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,29.718000000000004,2017,June,20
935,2017-06-20,2017-06-24,Standard Class,Catherine Glotzbach,Philadelphia,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,15.552,2017,June,20
936,2017-06-20,2017-06-24,Standard Class,Catherine Glotzbach,Philadelphia,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.69599999999997,2017,June,20
937,2018-11-05,2018-11-06,First Class,Ruben Ausman,Farmington,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,2018,November,5
938,2016-12-13,2016-12-17,Standard Class,Rachel Payne,Riverside,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,12.96,2016,December,13
939,2016-12-13,2016-12-17,Standard Class,Rachel Payne,Riverside,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,2016,December,13
940,2017-06-19,2017-06-20,First Class,Karen Carlisle,San Francisco,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,2017,June,19
941,2017-12-13,2017-12-20,Standard Class,Rob Williams,Torrance,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2017,December,13
942,2017-12-13,2017-12-20,Standard Class,Rob Williams,Torrance,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,2017,December,13
943,2016-05-29,2016-06-03,Standard Class,John Lucas,Seattle,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,32.4,2016,May,29
944,2016-05-29,2016-06-03,Standard Class,John Lucas,Seattle,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,2016,May,29
945,2016-05-29,2016-06-03,Standard Class,John Lucas,Seattle,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,2016,May,29
946,2016-07-26,2016-07-28,First Class,Cynthia Arntzen,Mesa,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,2016,July,26
947,2018-11-28,2018-12-02,Standard Class,Ross Baird,Philadelphia,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,2018,November,28
948,2018-11-28,2018-12-02,Standard Class,Ross Baird,Philadelphia,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,2018,November,28
949,2018-11-28,2018-12-02,Standard Class,Ross Baird,Philadelphia,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,2018,November,28
950,2018-11-28,2018-12-02,Standard Class,Ross Baird,Philadelphia,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,15.552,2018,November,28
951,2018-11-28,2018-12-02,Standard Class,Ross Baird,Philadelphia,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,2018,November,28
952,2018-04-03,2018-04-07,Standard Class,Katherine Hughes,Philadelphia,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,25.471999999999998,2018,April,3
953,2018-12-28,2019-01-01,Standard Class,Greg Hansen,Round Rock,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168000000000003,2018,December,28
954,2018-12-28,2019-01-01,Standard Class,Greg Hansen,Round Rock,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,2018,December,28
955,2018-11-30,2018-12-04,Standard Class,Scott Williamson,Jackson,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,173.8,2018,November,30
956,2018-05-15,2018-05-18,Second Class,Joseph Airdo,Phoenix,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.592,2018,May,15
957,2018-05-15,2018-05-18,Second Class,Joseph Airdo,Phoenix,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,4.752,2018,May,15
958,2018-05-15,2018-05-18,Second Class,Joseph Airdo,Phoenix,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,2018,May,15
959,2016-09-22,2016-09-22,Same Day,Daniel Lacy,Oceanside,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2016,September,22
960,2018-11-14,2018-11-19,Standard Class,Lindsay Williams,San Francisco,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2018,November,14
961,2016-11-27,2016-12-01,Standard Class,Thomas Brumley,Fayetteville,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,2016,November,27
962,2017-09-01,2017-09-04,First Class,Cynthia Voltz,San Francisco,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2017,September,1
963,2015-09-22,2015-09-24,Second Class,Maribeth Schnelling,Boca Raton,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.6080000000000005,2015,September,22
964,2018-04-09,2018-04-11,First Class,Bryan Spruell,New York City,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2018,April,9
965,2018-04-09,2018-04-11,First Class,Bryan Spruell,New York City,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,2018,April,9
966,2018-04-09,2018-04-11,First Class,Bryan Spruell,New York City,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,12.96,2018,April,9
967,2018-04-09,2018-04-11,First Class,Bryan Spruell,New York City,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,2018,April,9
968,2018-04-09,2018-04-11,First Class,Bryan Spruell,New York City,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,2018,April,9
969,2018-04-09,2018-04-11,First Class,Bryan Spruell,New York City,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,2018,April,9
970,2015-01-16,2015-01-18,Second Class,Delfina Latchford,Philadelphia,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,2015,January,16
971,2015-01-16,2015-01-18,Second Class,Delfina Latchford,Philadelphia,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,2015,January,16
972,2015-01-16,2015-01-18,Second Class,Delfina Latchford,Philadelphia,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2015,January,16
973,2015-01-16,2015-01-18,Second Class,Delfina Latchford,Philadelphia,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,2015,January,16
974,2018-10-05,2018-10-08,Second Class,Phillina Ober,New York City,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,2018,October,5
975,2018-10-05,2018-10-08,Second Class,Phillina Ober,New York City,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,2018,October,5
976,2018-07-09,2018-07-15,Standard Class,Tamara Dahlen,Portland,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2018,July,9
977,2018-01-07,2018-01-10,First Class,Bart Watters,Detroit,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2018,January,7
978,2017-05-30,2017-05-31,First Class,Robert Waldorf,Wilmington,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2017,May,30
979,2016-12-09,2016-12-12,First Class,Ken Brennan,Columbus,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,2016,December,9
980,2017-10-03,2017-10-08,Standard Class,Emily Burns,New York City,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.2919999999999,2017,October,3
981,2015-11-11,2015-11-14,Second Class,Tracy Zic,Louisville,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,2015,November,11
982,2015-11-11,2015-11-14,Second Class,Tracy Zic,Louisville,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,2015,November,11
983,2015-11-11,2015-11-14,Second Class,Tracy Zic,Louisville,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,2015,November,11
984,2018-09-29,2018-10-05,Standard Class,Ann Steele,Pasadena,OFF-LA-10001569,Office Supplies,Labels,Avery 499,7.968,2018,September,29
985,2018-09-29,2018-10-05,Standard Class,Ann Steele,Pasadena,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968000000000004,2018,September,29
986,2018-09-29,2018-10-05,Standard Class,Ann Steele,Pasadena,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,2018,September,29
987,2016-03-10,2016-03-10,Same Day,Toby Swindell,Houston,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2016,March,10
988,2018-05-21,2018-05-26,Standard Class,John Grady,Auburn,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,2018,May,21
989,2018-05-21,2018-05-26,Standard Class,John Grady,Auburn,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,2018,May,21
990,2016-03-29,2016-03-31,Second Class,Sara Luxemburg,Jacksonville,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,2016,March,29
991,2017-09-09,2017-09-11,First Class,Troy Staebel,New York City,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2017,September,9
992,2017-08-26,2017-08-27,First Class,Roland Fjeld,San Jose,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,2017,August,26
993,2017-08-26,2017-08-27,First Class,Roland Fjeld,San Jose,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,154.9,2017,August,26
994,2015-05-21,2015-05-25,Standard Class,Mitch Willingham,Virginia Beach,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,2015,May,21
995,2015-05-21,2015-05-25,Standard Class,Mitch Willingham,Virginia Beach,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,617.97,2015,May,21
996,2016-10-28,2016-11-03,Standard Class,Rob Dowd,Henderson,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.67,2016,October,28
997,2016-10-28,2016-11-03,Standard Class,Rob Dowd,Henderson,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,2016,October,28
998,2016-10-28,2016-11-03,Standard Class,Rob Dowd,Henderson,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,2016,October,28
999,2016-10-28,2016-11-03,Standard Class,Rob Dowd,Henderson,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,2016,October,28
1000,2017-11-13,2017-11-17,Standard Class,Frank Merwin,Vancouver,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2017,November,13
1001,2016-07-31,2016-07-31,Same Day,Rick Hansen,New York City,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,2016,July,31
1002,2016-07-31,2016-07-31,Same Day,Rick Hansen,New York City,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,2016,July,31
1003,2016-07-31,2016-07-31,Same Day,Rick Hansen,New York City,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,2016,July,31
1004,2016-08-27,2016-08-31,Standard Class,Ryan Akin,Murrieta,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,2016,August,27
1005,2016-11-13,2016-11-17,Standard Class,Joe Kamberova,Jacksonville,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.296,2016,November,13
1006,2016-11-06,2016-11-09,First Class,Meg Tillman,Scottsdale,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,2016,November,6
1007,2016-11-06,2016-11-09,First Class,Meg Tillman,Scottsdale,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,2016,November,6
1008,2018-12-26,2019-01-01,Standard Class,Patrick O'Brill,Burlington,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,2018,December,26
1009,2018-08-01,2018-08-03,First Class,Annie Thurman,Chicago,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2018,August,1
1010,2015-11-24,2015-11-26,First Class,Vivek Gonzalez,San Diego,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,2015,November,24
1011,2018-06-17,2018-06-21,Second Class,Philip Fox,Olympia,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,2018,June,17
1012,2018-06-17,2018-06-21,Second Class,Philip Fox,Olympia,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03,2018,June,17
1013,2016-12-21,2016-12-24,Second Class,John Stevenson,Seattle,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,2016,December,21
1014,2016-12-21,2016-12-24,Second Class,John Stevenson,Seattle,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,2016,December,21
1015,2016-09-17,2016-09-19,Second Class,Meg O'Connel,Los Angeles,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.4,2016,September,17
1016,2016-07-06,2016-07-10,Standard Class,Kalyca Meade,New York City,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2016,July,6
1017,2016-07-06,2016-07-10,Standard Class,Kalyca Meade,New York City,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,2016,July,6
1018,2016-07-06,2016-07-10,Standard Class,Kalyca Meade,New York City,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,2016,July,6
1019,2016-07-06,2016-07-10,Standard Class,Kalyca Meade,New York City,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,601.65,2016,July,6
1020,2016-04-27,2016-05-03,Standard Class,Greg Tran,Washington,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,2016,April,27
1021,2016-04-27,2016-05-03,Standard Class,Greg Tran,Washington,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,2016,April,27
1022,2016-04-27,2016-05-03,Standard Class,Greg Tran,Washington,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,2016,April,27
1023,2016-06-16,2016-06-20,Standard Class,Philip Brown,Philadelphia,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.207999999999999,2016,June,16
1024,2018-12-17,2018-12-20,First Class,Hallie Redmond,Los Angeles,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2018,December,17
1025,2017-01-11,2017-01-13,Second Class,Deanra Eno,Springfield,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,2017,January,11
1026,2017-01-11,2017-01-13,Second Class,Deanra Eno,Springfield,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,2017,January,11
1027,2017-01-11,2017-01-13,Second Class,Deanra Eno,Springfield,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2017,January,11
1028,2015-07-11,2015-07-15,Standard Class,Laura Armstrong,Hackensack,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.2,2015,July,11
1029,2015-07-11,2015-07-15,Standard Class,Laura Armstrong,Hackensack,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,2015,July,11
1030,2015-07-11,2015-07-15,Standard Class,Laura Armstrong,Hackensack,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,2015,July,11
1031,2015-07-11,2015-07-15,Standard Class,Laura Armstrong,Hackensack,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,2015,July,11
